datetime,title,link,summary
2021-12-28,"['17 Million U.S. Small Business Launches In 2022, Intuit Predicts - ChannelE2E']",['https://news.google.com/rss/articles/CBMiTGh0dHBzOi8vd3d3LmNoYW5uZWxlMmUuY29tL3N5bmRpY2F0ZWQtcmVzZWFyY2gvaW50dWl0LXNtYWxsLWJ1c2luZXNzZXMtMjAyMi_SAQA?oc=5'],"['Entrepreneurs cite talent, digital optimization and preparing for macroeconomic issues as their top challenges for 2022, the Small Business Insights survey results also found.\nWhen it comes to the economy, almost all business owners and consumers (97% each, respectively) are worried about inflation.\nTo combat this, nearly two-thirds of business owners (63%) are planning to raise prices over the next three months.\nOther macroeconomic issues impacting small businesses include shipping and the supply chain, with 71% having experienced supply chain problems this year.\nYou can read the full reports and results at the new Year in Small Business hub.']"
2022-01-03,['Intuit TurboTax 2022 Brand Campaign Celebrates Filers ... - Business Wire'],['https://news.google.com/rss/articles/CBMiygFodHRwczovL3d3dy5idXNpbmVzc3dpcmUuY29tL25ld3MvaG9tZS8yMDIyMDEwMzAwNTAyMC9lbi9JbnR1aXQtVHVyYm9UYXgtMjAyMi1CcmFuZC1DYW1wYWlnbi1DZWxlYnJhdGVzLUZpbGVycyVFMiU4MCU5OS1VbmlxdWVuZXNzLXdpdGgtJUUyJTgwJTlDWW91LWRvLXlvdXItdGhpbmcuLVdlJUUyJTgwJTk5dmUtZ290LXlvdXItdGF4ZXMuJUUyJTgwJTlE0gEA?oc=5'],"[""Celebrating the uniqueness of people’s lives and the enthusiasm and expertise of its network of thousands of TurboTax Live tax experts, the integrated campaign showcases how TurboTax Live tax experts can solve even the most complicated tax situations.\nBut for TurboTax Live tax experts, that just makes things interesting,” said Cathleen Ryan, VP of Marketing for Intuit TurboTax.\n“And with a network of thousands of tax experts, we have a TurboTax Live tax expert who can handle the complexities.\nWe’ve got your taxes.”This is the second year the brand campaign has focused on the company's TurboTax Live offerings.\nThis year's campaign films features:“You Do Your Thing”: No matter how unique a person’s life is, TurboTax Live tax experts can handle the complexities.""]"
2022-01-04,"['Intuit Is Drilling Even Deeper into Small Business Banking - The Financial Brand', 'Ex-Intuit CEO Brad Smith starts job as Marshall president - WTAP']","['https://news.google.com/rss/articles/CBMidGh0dHBzOi8vdGhlZmluYW5jaWFsYnJhbmQuY29tL25ld3MvYnVzaW5lc3MtYmFua2luZy9pbnR1aXRzLWRyaWxsaW5nLWV2ZW4tZGVlcGVyLWludG8tc21hbGwtYnVzaW5lc3MtYmFua2luZy0xMjczMjgv0gEA?oc=5', 'https://news.google.com/rss/articles/CBMiV2h0dHBzOi8vd3d3Lnd0YXAuY29tLzIwMjIvMDEvMDQvZXgtaW50dWl0LWNlby1icmFkLXNtaXRoLXN0YXJ0cy1qb2ItbWFyc2hhbGwtcHJlc2lkZW50L9IBZmh0dHBzOi8vd3d3Lnd0YXAuY29tLzIwMjIvMDEvMDQvZXgtaW50dWl0LWNlby1icmFkLXNtaXRoLXN0YXJ0cy1qb2ItbWFyc2hhbGwtcHJlc2lkZW50Lz9vdXRwdXRUeXBlPWFtcA?oc=5']","['', 'HUNTINGTON, W.Va. (WTAP) - Brad Smith has officially started as Marshall University’s 38th president.\nThe former CEO of software company Intuit took part Monday in the celebratory donning of a Kelly green jacket.\nThe schedule on Smith’s first day included reviewing the upcoming schedule with his transition team and meeting with senior administration officials.\nSmith says he plans a listening tour over the next several weeks.\nA Marshall graduate, Smith grew up in nearby Kenova and is a well-known donor to the university.']"
2022-01-06,"['Why Intuit Stock Soared 69% Higher in 2021 - The Motley Fool', 'The Executive VP & Chief Technology Officer of Intuit Inc. (NASDAQ ... - Nasdaq']","['https://news.google.com/rss/articles/CBMiVGh0dHBzOi8vd3d3LmZvb2wuY29tL2ludmVzdGluZy8yMDIyLzAxLzA2L3doeS1pbnR1aXQtc3RvY2stc29hcmVkLTY5LWhpZ2hlci1pbi0yMDIxL9IBAA?oc=5', 'https://news.google.com/rss/articles/CBMieWh0dHBzOi8vd3d3Lm5hc2RhcS5jb20vYXJ0aWNsZXMvdGhlLWV4ZWN1dGl2ZS12cC1jaGllZi10ZWNobm9sb2d5LW9mZmljZXItb2YtaW50dWl0LWluYy4tbmFzZGFxOmludHUtbWFyaWFubmEtdGVzc2VsLWp1c3TSAQA?oc=5']","[""What happenedShares of Intuit (INTU 0.83%) -- the top fintech company that owns TurboTax, QuickBooks, and Credit Karma -- jumped 69% higher in 2021 according to data provided by S&P Global Market Intelligence.\nWhile not all businesses will make it, the trend is a clear benefit to Intuit and its stable of software for taxes, accounting, and other financial management.\nDuring its fiscal year 2021 (the 12 months ended July 31, 2021), Intuit's revenue and adjusted operating income increased a respective 25% and 31% year over year.\nThat included the addition of Credit Karma's $865 million in revenue, Intuit having acquired Credit Karma in late 2020.\nIntuit is a great place to start for investors wanting to get started in the fintech space."", ""We wouldn't blame Intuit Inc. (NASDAQ:INTU) shareholders if they were a little worried about the fact that Marianna Tessel, the Executive VP & Chief Technology Officer recently netted about US$3.2m selling shares at an average price of US$646.\nIntuit Insider Transactions Over The Last YearIn fact, the recent sale by Marianna Tessel was the biggest sale of Intuit shares made by an insider individual in the last twelve months, according to our records.\nWe generally don't like to see insider selling, but the lower the sale price, the more it concerns us.\nYou can see the insider transactions (by companies and individuals) over the last year depicted in the chart below.\nSo What Do The Intuit Insider Transactions Indicate?""]"
2022-01-18,"['Intuit Technologies strengthens Microsoft muscle with Day One ... - ARNnet', ""Intuit helps put new business owners' minds at ease - Strategy Online""]","['https://news.google.com/rss/articles/CBMibmh0dHBzOi8vd3d3LmFybm5ldC5jb20uYXUvYXJ0aWNsZS82OTQ0ODYvaW50dWl0LXRlY2hub2xvZ2llcy1zdHJlbmd0aGVucy1taWNyb3NvZnQtbXVzY2xlLWRheS1vbmUtZGlnaXRhbC1idXkv0gEA?oc=5', 'https://news.google.com/rss/articles/CBMiWGh0dHBzOi8vc3RyYXRlZ3lvbmxpbmUuY2EvMjAyMi8wMS8xOC9pbnR1aXQtaGVscHMtcHV0LW5ldy1idXNpbmVzcy1vd25lcnMtbWluZHMtYXQtZWFzZS_SAQA?oc=5']","['Fellow Tasmanian IT service provider specialises in digital transformation and Azure cloud.\nDane Bignell (Intuit Technologies) Credit: Intuit TechnologiesIntuit Technologies has stepped up its Microsoft capabilities through the acquisition of fellow Tasmanian IT service provider Day One Digital.\nBased in Hobart, Day One specialises in digital transformation, data integration and insights, architecture and agile delivery.\nAccording to Intuit, Day One has carried out projects, including delivering an online form platform hosted on Azure for a major state government agency.\nNow almost two years later, the IT service provider has more than 150 staff across five office locations in Hobart, Launceston, Burnie, Melbourne and Brisbane.', '']"
2022-01-19,"['Intuit Updates Mint With Bill Negotiation, Premium Tier - PCMag', 'Intuit Stock is Making Five Big Bets To Drive Growth - MarketBeat', ""Hobart's Intuit Technologies acquires Microsoft partner Day One ... - CRN Australia""]","['https://news.google.com/rss/articles/CBMiUWh0dHBzOi8vd3d3LnBjbWFnLmNvbS9uZXdzL2ludHVpdC11cGRhdGVzLW1pbnQtd2l0aC1iaWxsLW5lZ290aWF0aW9uLXByZW1pdW0tdGllctIBAA?oc=5', 'https://news.google.com/rss/articles/CBMiWmh0dHBzOi8vd3d3Lm1hcmtldGJlYXQuY29tL29yaWdpbmFscy9pbnR1aXQtc3RvY2staXMtbWFraW5nLWZpdmUtYmlnLWJldHMtdG8tZHJpdmUtZ3Jvd3RoL9IBAA?oc=5', 'https://news.google.com/rss/articles/CBMiaWh0dHBzOi8vd3d3LmNybi5jb20uYXUvbmV3cy9ob2JhcnRzLWludHVpdC10ZWNobm9sb2dpZXMtYWNxdWlyZXMtbWljcm9zb2Z0LXBhcnRuZXItZGF5LW9uZS1kaWdpdGFsLTU3NDgxOdIBAA?oc=5']","['Intuit’s Mint app now offers a new way to save money–and another to spend more.\nThe Mountain View-based company today announced a bill-negotiation tool and a new premium option for its personal-finance app.\nBill Negotiation will flag Mint users about monthly service payments that might be reduced with some bargaining, then hand them off to a third-party service, Billshark(Opens in a new window), to negotiate on their behalf.\nMint users, like Billshark users, will be charged the standard commission should this intervention succeed: 40% of two years’ worth of the monthly savings achieved.\nIt does not, however, add one capability that’s long been on Mint users’ wish lists: integration with Intuit’s TurboTax app.', 'Credit Karma is a data platform with powerful network effects, solving a two-sided problem.\nLightbox more than doubled the average approval rate for members who apply for credit cards on Credit Karma versus outside of Credit Karma.\nWithin the emerging verticals, we remain focused on innovation with Credit Karma money.\nOur first priority for the cash we generate is investing in the business to drive customer and revenue growth.\nPrudent investors can monitor for opportunistic pullback levels at the $538.61 fib, $518.65 fib, $496, $483.85 fib, $466.85 fib, $442.36 fib, $413.75 fib, $395.56 fib, and the $373.23 fib level.', 'Hobart-headquartered Intuit Technologies has acquired managed services provider and Microsoft partner Day One Digital for an undisclosed sum.\nIntuit said the deal brings together “two of Tasmania’s strongest ICT leaders”, and that Day One complemented Intuit Technologies’ mission.\n“The acquisition of Day One Digital strengthens Intuit Technologies’ capabilities in relation to Microsoft cloud services, cloud security, bespoke software development, integration and digital transformation services that align well with our mission to add value to our customers’ businesses in everything that we do,” Intuit Technologies executive director Dane Bignell said.\nDay One Digital director Brendon Jessup said, “By leveraging the existing capabilities of both Intuit Technologies and Day One Digital, our combined client base will enjoy improved flexibility and agility to retain competitive market advantage through tailored ICT solutions.”The acquisition is the company’s latest since 2020, when it acquired Brisbane-based consultancy SureBridge.\nThe deal at the time helped expand Intuit Technologies further north, with its offices in Melbourne and Brisbane.']"
2022-01-24,['Intuit (INTU) stock forecast: Will the rally continue post-Covid? - Capital.com'],['https://news.google.com/rss/articles/CBMiLmh0dHBzOi8vY2FwaXRhbC5jb20vaW50dWl0LWludHUtc3RvY2stZm9yZWNhc3TSATJodHRwczovL2NhcGl0YWwuY29tL2FtcC9pbnR1aXQtaW50dS1zdG9jay1mb3JlY2FzdA?oc=5'],"['Intuit (INTU) stock forecast: Will the rally continue post-Covid?\nLet’s look at Intuit share price forecast for 2022 and beyond.\nThe software provider boasted $9.6bn in revenue in 2021, and an impressive Intuit stock performance.\nIt’s 52-week high stock price is $716.86, 35.6% above the current share price (as of 24 January).\nAccording to Wallet Investor, the Intuit stock price target could close the year at $668.397.']"
2022-01-27,"['Intuit QuickBooks announces Two New Fintech Solutions enabling ... - Fintech Finance', ""I'm Working on Intuit's First Super Bowl Ad — Here's What It's Like - Business Insider""]","['https://news.google.com/rss/articles/CBMimgFodHRwczovL2ZmbmV3cy5jb20vbmV3c2FydGljbGUvaW50dWl0LXF1aWNrYm9va3MtYW5ub3VuY2VzLXR3by1uZXctZmludGVjaC1zb2x1dGlvbnMtZW5hYmxpbmctc21hbGwtYnVzaW5lc3Nlcy1hbmQtdGhlaXItZW1wbG95ZWVzLWZhc3Rlci1hY2Nlc3MtdG8tbW9uZXkv0gEA?oc=5', 'https://news.google.com/rss/articles/CBMiYWh0dHBzOi8vd3d3LmJ1c2luZXNzaW5zaWRlci5jb20vd29ya2luZy1vbi1pbnR1aXQtcXVpY2tib29rcy1maXJzdC1zdXBlci1ib3dsLWFkLW1haWxjaGltcC0yMDIyLTHSAQA?oc=5']","['With QuickBooks Get Paid Upfront, eligible QuickBooks Online customers can eliminate the wait to be paid on outstanding invoices and put their earned money to work faster.\nQuickBooks Early Pay will provide eligible employees paid through QuickBooks Online Payroll with the option of instant1 access to money between paydays.\n“Faster access to money is a universal need among small businesses and the people they employ,” said Alex Chriss, EVP and General Manager of Intuit QuickBooks Small Business and Self-Employed Group.\nGet Paid Upfront delivers faster access to funds while eliminating burdensome processes small businesses typically face with third-party invoice financing solutions.\nBy integrating critical offerings across the QuickBooks platform, QuickBooks is able to unlock faster and more seamless access to earnings for small businesses and their employees.', ""Javier Martin is Intuit's global brand development director helping with QuickBooks' Super Bowl ad.\nThis will be my first Super Bowl ad.\nThis acquisition was just completed in November, and with our Super Bowl ad, we want to share the news with as many people as possible.\nThat's what we're hoping to get across in our Super Bowl ad.\nAnd we couldn't be more thrilled by the prospect of sharing our news with so many Americans on Super Bowl Sunday.""]"
2022-02-03,['Intuit warns of phishing emails threatening to delete accounts - BleepingComputer'],['https://news.google.com/rss/articles/CBMibmh0dHBzOi8vd3d3LmJsZWVwaW5nY29tcHV0ZXIuY29tL25ld3Mvc2VjdXJpdHkvaW50dWl0LXdhcm5zLW9mLXBoaXNoaW5nLWVtYWlscy10aHJlYXRlbmluZy10by1kZWxldGUtYWNjb3VudHMv0gFyaHR0cHM6Ly93d3cuYmxlZXBpbmdjb21wdXRlci5jb20vbmV3cy9zZWN1cml0eS9pbnR1aXQtd2FybnMtb2YtcGhpc2hpbmctZW1haWxzLXRocmVhdGVuaW5nLXRvLWRlbGV0ZS1hY2NvdW50cy9hbXAv?oc=5'],"[""Intuit's alert follows reports received from customers who were emailed and told that their Intuit accounts were disabled following a recent server security upgrade.\nSample phishing email (Intuit)How to avoid getting phishedThe maker of TurboTax and QuickBooks urges all customers who have received one of these phishing emails not to click any embedded links or open attachments.\nCustomers who already opened attachments or clicked the links in such phishing emails should:Delete any downloaded files immediately.\nIntuit also shares info on how its customers can protect themselves from phishing attacks on its support website.\nIn October, the company also warned QuickBooks customers of phishing attacks using fake renewal charges as lures.""]"
2022-02-04,['Attackers Target Intuit Users by Threatening to Cancel Tax Accounts - Threatpost'],['https://news.google.com/rss/articles/CBMiQ2h0dHBzOi8vdGhyZWF0cG9zdC5jb20vYXR0YWNrZXJzLWludHVpdC1jYW5jZWwtdGF4LWFjY291bnRzLzE3ODIxOS_SAQA?oc=5'],"['Just in time for tax season, Intuit is warning customers of a phishing campaign that threatens to close user accounts if they don’t click on a malicious link.\n“The sender is not associated with Intuit, is not an authorized agent of Intuit, nor is their use of Intuit’s brands authorized by Intuit,” according to the statement.\nThe email directs users to a link, https://proconnect[dot]intuit.com/Pro/Update, claiming it will immediately restore access to their accounts.\nResearchers have reported a flurry of phishing attacks using new tricks and tactics since the end of last year.\nMoreover, it remains difficult for an organization to prevent phishing attacks from success because they merely require human error rather than any compromise of infrastructure that the organization controls, Erlin added.']"
2022-02-05,['Intuit users warned over tax scam threatening to disable your account – here’s the fake email to look out f... - The US Sun'],['https://news.google.com/rss/articles/CBMiSmh0dHBzOi8vd3d3LnRoZS1zdW4uY29tL21vbmV5LzQ2MjAzMTgvaW50dWl0LXNjYW0tcGhpc2hpbmctZmFrZS1lbWFpbC10YXgv0gFOaHR0cHM6Ly93d3cudGhlLXN1bi5jb20vbW9uZXkvNDYyMDMxOC9pbnR1aXQtc2NhbS1waGlzaGluZy1mYWtlLWVtYWlsLXRheC9hbXAv?oc=5'],"['""The sender is not associated with Intuit, is not an authorized agent of Intuit, nor is their use of Intuit\'s brands authorized by Intuit.""\nThe fake email claims to be from Intuit\'s maintenance team, but the email\'s recipient is set as ""Intuit Accountants.""\nIn order to ""restore the account,"" the email directs users to a dangerous link.\nIntuit implores users to avoid the link and to just delete the email entirely.\nUsers should never click a suspicious link in an email or give their personal details away unless they’re sure the sender is 100 percent legitimate.']"
2022-02-10,"['Los Angeles Clippers executives and Inglewood Mayor James Butts Jr. tour Intuit Dome construction site - KABC-TV', ""Clippers show off Intuit Dome's progress - Sports Business Journal"", 'LA Clippers Break Ground On New Intuit Dome - LATF USA']","['https://news.google.com/rss/articles/CBMiSmh0dHBzOi8vYWJjNy5jb20vY2xpcHBlcnMtamVycnktd2VzdC1pbnR1aXQtc3RhZGl1bS1jb25zdHJ1Y3Rpb24vMTE1NTI4NTQv0gFOaHR0cHM6Ly9hYmM3LmNvbS9hbXAvY2xpcHBlcnMtamVycnktd2VzdC1pbnR1aXQtc3RhZGl1bS1jb25zdHJ1Y3Rpb24vMTE1NTI4NTQv?oc=5', 'https://news.google.com/rss/articles/CBMiVGh0dHBzOi8vd3d3LnNwb3J0c2J1c2luZXNzam91cm5hbC5jb20vRGFpbHkvTW9ybmluZy1CdXp6LzIwMjIvMDIvMTAvSW50dWl0LURvbWUuYXNweNIBAA?oc=5', 'https://news.google.com/rss/articles/CBMiU2h0dHBzOi8vd3d3LmxhdGZ1c2EuY29tL2FydGljbGUvMjAyMi8wMi9sYS1jbGlwcGVycy1icmVhay1ncm91bmQtb24tbmV3LWludHVpdC1kb21l0gEA?oc=5']","['', 'Clippers execs took some time to ""show off all the work accomplished almost five months into construction on the Intuit Dome.""\nThe team ""invited media over Wednesday afternoon"" to tout the progress of the new arena in Inglewood.\nDuring a news conference at the construction site, Intuit Dome COO Alex Diaz said, “This week we’re bottoming out.\nThe arena site is ""about a mile"" from SoFi Stadium, where Super Bowl LVI will be played on Sunday (ORANGE COUNTY REGISTER, 2/10).\npic.twitter.com/nzr1yL5TgE — Intuit Dome (@IntuitDome) February 10, 2022', 'NBA Hall of Fame and Clippers Consultant Jerry West, Clippers Chief Operating Office Alex Diaz and Inglewood Mayor James T. Butts led Wednesday’s exclusive look at the construction of the new Clippers home, the Intuit Dome, in Inglewood.\nThe Clippers broke ground in September 2021, and the Intuit Dome will open in Fall 2024 adjacent to So-Fi Stadium.']"
2022-02-11,"[""Intuit QuickBooks Unveils Brand's First-Ever Commercial for The Big ... - Business Wire""]",['https://news.google.com/rss/articles/CBMiiQFodHRwczovL3d3dy5idXNpbmVzc3dpcmUuY29tL25ld3MvaG9tZS8yMDIyMDIxMTAwNTUxMi9lbi9JbnR1aXQtUXVpY2tCb29rcy1VbnZlaWxzLUJyYW5kJUUyJTgwJTk5cy1GaXJzdC1FdmVyLUNvbW1lcmNpYWwtZm9yLVRoZS1CaWctR2FtZdIBAA?oc=5'],"['MOUNTAIN VIEW, Calif.--(BUSINESS WIRE)--During the biggest football game of the season on February 13, Intuit QuickBooks will unveil a 30-second ad – the first-ever commercial for The Big Game dedicated to the QuickBooks and Mailchimp brands.\n“Our ad celebrates the entrepreneurial spirit and reveals the range of emotions that come with starting a small business.\n17 Million New Small Businesses Predicted in 2022QuickBooks launched the Early Start campaign in January following its forecast that 17 million new small businesses will be formed in 2022.\nThis “Early Start” ad for The Big Game was created in partnership with Intuit QuickBooks’ creative agency of record TBWA\\Chiat\\Day LA.\nAbout IntuitIntuit is the global technology platform that helps consumers and small businesses overcome their most important financial challenges.']"
2022-02-13,['Chumbawamba’s ‘Tubthumping’ Featured In Intuit’s Quickbooks/Mailchimp Super Bowl Commercial - uDiscover Music'],['https://news.google.com/rss/articles/CBMiZ2h0dHBzOi8vd3d3LnVkaXNjb3Zlcm11c2ljLmNvbS9uZXdzL2NodW1iYXdhbWJhLXR1YnRodW1waW5nLXF1aWNrYm9va3MtbWFpbGNoaW1wLXN1cGVyLWJvd2wtY29tbWVyY2lhbC_SAWtodHRwczovL3d3dy51ZGlzY292ZXJtdXNpYy5jb20vbmV3cy9jaHVtYmF3YW1iYS10dWJ0aHVtcGluZy1xdWlja2Jvb2tzLW1haWxjaGltcC1zdXBlci1ib3dsLWNvbW1lcmNpYWwvP2FtcA?oc=5'],"['Chumbawamba - Photo: Mick Hutson/RedfernsDuring this Sunday’s Super Bowl, Intuit announced their QuickBooks/Mailchimp merger with a new commercial, featuring “Tubthumping” by Chumbawamba.\nIn the ad, small business owners feel stressed out by timesheets and advertising, and turn to the company to help get organized.\nThe appearance of Chumbawamba’s music in the Super Bowl commercial is particularly special.\nOne of the most memorable hits of the 90s, Chumbawamba’s “Tubthumping” was released in August 1997, ahead of the British band’s eighth studio album (and major label debut), Tubthumper.\nListen to Chumbawamba’s “Tubthumping” on Apple Music or Spotify.']"
2022-02-14,"['Intuit Reiterates Full Fiscal Year 2022 Revenue Guidance Based on ... - Business Wire', ""[Women in Tech] With over 23 years' experience, Anandhavalli ... - YourStory""]","['https://news.google.com/rss/articles/CBMizgFodHRwczovL3d3dy5idXNpbmVzc3dpcmUuY29tL25ld3MvaG9tZS8yMDIyMDIxNDAwNTcwMy9lbi9JbnR1aXQtUmVpdGVyYXRlcy1GdWxsLUZpc2NhbC1ZZWFyLTIwMjItUmV2ZW51ZS1HdWlkYW5jZS1CYXNlZC1vbi1TdHJvbmctTW9tZW50dW0tRXhwZWN0cy1TZWNvbmQtUXVhcnRlci1SZXZlbnVlLXRvLVJlZmxlY3QtU2xvd2VyLUZvcm1pbmctVGF4LVNlYXNvbtIBAA?oc=5', 'https://news.google.com/rss/articles/CBMiT2h0dHBzOi8veW91cnN0b3J5LmNvbS9oZXJzdG9yeS8yMDIyLzAyL3dvbWVuLXRlY2gtcXVhbGl0eS10cmFuc2Zvcm1hdGlvbi1pbnR1aXTSAQA?oc=5']","['Revenue for its second fiscal quarter is expected to be lower than previous guidance due to a slower forming tax season.\nIntuit expects to report second quarter revenue at an all-time high for both the Small Business and Self-Employed Group and Credit Karma.\nThe company expects full year revenue results for Intuit and all business segments to be in line with its guidance issued on November 18, 2021.\nIn addition, our expectations regarding the second quarter results are based on preliminary financial information about the second quarter and are subject to revision.\nAlthough the second quarter is now completed, we are still in the process of our standard financial reporting closing procedures.', 'After stints in top companies like AOL and Thomson Reuters, Anandhi joined \ufeffIntuit\ufeff eight years ago.\nAfter completing her master’s, Anandhi joined a small petrochemicals company in Chennai where she worked for six months.\n“From an industry perspective, it was my first experience with a desktop product.\nIn over 23 years of navigating the tech space, Anandhi has a lot of experiences that have shaped her as a techie and a human being.\nAnandhi believes the monetisation space will never see a downtime, so the future will bring in new learnings every day.']"
2022-02-16,"['Intuit Stock: Incredible Moat, but Expensive - TipRanks']",['https://news.google.com/rss/articles/CBMiUGh0dHBzOi8vd3d3LnRpcHJhbmtzLmNvbS9uZXdzL2FydGljbGUvaW50dWl0LXN0b2NrLWluY3JlZGlibGUtbW9hdC1idXQtZXhwZW5zaXZl0gEA?oc=5'],"['What I appreciate the most about Intuit is that it has an unparalleled moat.\nIntuit has closed more than 37 acquisitions over the previous several years to secure its dominance in the industry.\nTo highlight the strength of Intuit’s revenues, even during 2007-2008, when many businesses shut down, the company grew revenues by around 7%.\nHowever, investors need to be wary of the stock’s premium valuation, limiting future total returns should potential valuation multiple compression occur.\nThis is despite the stock correcting from its 52-week highs of ~$716 to ~$528 as of writing this article.']"
2022-02-18,['Intuit Quickbooks confirms STP 2.0 roll-out date - AccountantsDaily'],['https://news.google.com/rss/articles/CBMiaGh0dHBzOi8vd3d3LmFjY291bnRhbnRzZGFpbHkuY29tLmF1L3RheC1jb21wbGlhbmNlLzE2Njg3LWludHVpdC1xdWlja2Jvb2tzLWNvbmZpcm1zLXN0cC0yLTAtcm9sbG91dC1kYXRl0gEA?oc=5'],"['Intuit QuickBooks has confirmed it will roll out the second phase of single touch payroll (STP 2.0) across its platform at the end of the month.\nWith the ATO rolling out STP2.0 as the new reporting standard, Intuit QuickBooks is adopting these changes across its platform from 28 February 2022.\n“We are excited to be rolling out this next phase of single touch payroll.\nIntuit Quickbooks will introduce the income stream collection feature, which groups employee payments into income type, payment type and country codes.\n“The ATO will also allow negative YTD amounts to be submitted by Single Touch Payroll.']"
2022-02-23,['TurboTax Maker Intuit Faces Tens of Millions in Fees in a ... - ProPublica'],['https://news.google.com/rss/articles/CBMijAFodHRwczovL3d3dy5wcm9wdWJsaWNhLm9yZy9hcnRpY2xlL3R1cmJvdGF4LW1ha2VyLWludHVpdC1mYWNlcy10ZW5zLW9mLW1pbGxpb25zLWluLWZlZXMtaW4tYS1ncm91bmRicmVha2luZy1sZWdhbC1iYXR0bGUtb3Zlci1jb25zdW1lci1mcmF1ZNIBAA?oc=5'],"['TurboTax Maker Intuit Faces Tens of Millions in Fees in a Groundbreaking Legal Battle Over Consumer Fraud In addition to the unusual mass arbitration Intuit is fighting, federal regulators and state prosecutors are still investigating the company, which made $2 billion dollars last year.\nDonateA Chicago law firm is using a novel legal strategy by bankrolling customers bringing tens of thousands of arbitration claims against Intuit.\nIt stresses that millions of people do file their taxes for free using TurboTax each year.\nCrucially for business defendants, those claims are not bundled together, as class-action cases are.\nLegal filings suggest Intuit may have already paid tens of million dollars in arbitration fees by now, but public records of the payments won’t be disclosed until more arbitrations are completed.']"
2022-02-25,"[""Intuit Stock Falls After TurboTax Maker Misses Q2 Goals - Investor's Business Daily""]",['https://news.google.com/rss/articles/CBMiYmh0dHBzOi8vd3d3LmludmVzdG9ycy5jb20vbmV3cy90ZWNobm9sb2d5L2ludHVpdC1zdG9jay1mYWxscy1hZnRlci10dXJib3RheC1tYWtlci1taXNzZXMtcTItZ29hbHMv0gEA?oc=5'],"['Intuit stock slipped 2% on the news.\nWall Street had expected Intuit earnings of $1.85 a share on sales of $2.73 billion, according to FactSet.\nIntuit Stock Falls After ReportOn the stock market today, Intuit stock dropped 2% to close at 487.18.\nDuring the regular session Thursday, Intuit stock rose 6.5% to 497.13.\nIntuit stock is in the IBD Long-Term Leaders Portfolio.']"
2022-02-28,"['MarginEdge & Intuit Launch Unified Restaurant Solution - PR Newswire', 'Intuit TurboTax Empowers Latino Taxpayers to Do Their Taxes “A Su ... - Business Wire']","['https://news.google.com/rss/articles/CBMibWh0dHBzOi8vd3d3LnBybmV3c3dpcmUuY29tL25ld3MtcmVsZWFzZXMvbWFyZ2luZWRnZS0taW50dWl0LWxhdW5jaC11bmlmaWVkLXJlc3RhdXJhbnQtc29sdXRpb24tMzAxNDg1MDAzLmh0bWzSAQA?oc=5', 'https://news.google.com/rss/articles/CBMitwFodHRwczovL3d3dy5idXNpbmVzc3dpcmUuY29tL25ld3MvaG9tZS8yMDIyMDIyODAwNTQ4My9lbi9JbnR1aXQtVHVyYm9UYXgtRW1wb3dlcnMtTGF0aW5vLVRheHBheWVycy10by1Eby1UaGVpci1UYXhlcy0lRTIlODAlOUNBLVN1LU1hbmVyYSVFMiU4MCU5RC1UaHJvdWdoLUludGVncmF0ZWQtQmlsaW5ndWFsLUVmZm9ydHPSAQA?oc=5']","['FAIRFAX, Va., Feb. 28, 2022 /PRNewswire/ -- Leading restaurant management platform, MarginEdge announced today that they have been selected as Intuit\'s first restaurant industry unified solution provider.\nMarginEdge\'s unique offering amongst back of house restaurant software providers combined with Intuit QuickBooks offers unparalleled solutions and creates new value within the restaurant vertical.\nMarginEdge announced today that they have been selected as Intuit\'s first restaurant industry unified solution provider Tweet this""A restaurant\'s accounting system is one part of the operations puzzle and working with MarginEdge provides restaurants the most complete back of house management solution possible,"" said Gavin Orleow, VP of Global Partnerships at Intuit.\nThe restaurant industry is an important sector that we are addressing through the collaboration with MarginEdge.""\nAbout MarginEdgeMarginEdge\'s mission is to create a world where restaurant operators can focus on the business they love.', 'SAN DIEGO--(BUSINESS WIRE)--TurboTax, from Intuit (NASDAQ: INTU), the global technology platform that makes TurboTax, QuickBooks, Mint, Credit Karma, and Mailchimp, today announced its integrated campaign to connect with Latino taxpayers.\n“ As one of the fastest-growing segments in the U.S. economy, the Latino community continues to be a key driver and priority for our business,” said Cathleen Ryan, VP of Marketing for Intuit TurboTax.\nABOUT INTUITIntuit is the global technology platform that helps consumers and small businesses overcome their most important financial challenges.\nServing more than 100 million customers worldwide with TurboTax, QuickBooks, Mint, Credit Karma, and Mailchimp, we believe that everyone should have the opportunity to prosper.\nPlease visit us for the latest information about Intuit, our products and services, and find us on social.']"
